origin_location_id,destination_location_id,section_of_day,mean_distance,count_trips,origin_code,destination_code,origin_lat,destination_lat,origin_lon,destination_lon
4730,3910,morning,4.3,10,81049,60121,1.3140756,1.3200881,103.88735,103.8618
4838,5016,morning,0.9,10,83309,92059,1.3104548,1.304086,103.908066,103.90753
5689,5690,morning,0.6,3,59641,59621,1.43152,1.4341629,103.845726,103.84411
3328,4729,afternoon,3.3,9,50349,81031,1.3193048,1.3158028,103.85957,103.88605
1535,1524,morning,4.5,6,14191,14129,1.2812183,1.2660787,103.81211,103.81978
6818,3999,morning,4.8,8,67009,63059,1.3917806,1.3643767,103.89588,103.88984
23,44,evening,7.0,14,23,44,1.319505215,1.397170196,103.6605988,103.8892882
3954,4042,afternoon,1.1,3,62059,63299,1.3517014,1.3526317,103.87859,103.888336
6856,5048,morning,1.7,7,93201,92221,1.3092,1.3049642,103.92781,103.91493
1523,1510,evening,1.5,6,14121,14041,1.2659135,1.2732728,103.81926,103.81247
42,37,morning,10.1,10,42,37,1.402286677,1.323979969,103.9127036,103.9299587
37,42,evening,10.1,13,37,42,1.323979969,1.402286677,103.9299587,103.9127036
4107,4139,morning,2.2,8,64231,64421,1.3647933,1.3750504,103.89685,103.89512
61,55,afternoon,1.1,13,61,55,1.382692296,1.393909226,103.7623879,103.9125574
28,29,evening,1.2,12,28,29,1.307183467,1.311405293,103.7902028,103.7786522
29,30,morning,3.3,2,29,30,1.311405293,1.449050821,103.7786522,103.8200504
55,61,morning,1.1,13,55,61,1.393909226,1.382692296,103.9125574,103.7623879
29,28,morning,1.2,12,29,28,1.311405293,1.307183467,103.7786522,103.7902028
6641,6642,morning,0.6,4,67601,64571,1.3833447,1.3781116,103.893265,103.89297
34,32,evening,2.5,13,34,32,1.338604054,1.349034109,103.7060994,103.74959
12,40,evening,15.3,13,12,40,1.440585001,1.327187135,103.8009982,103.9463161
2391,2436,morning,0.8,1,28339,28621,1.3427051,1.3415434,103.73737,103.74358
1895,1931,morning,2.9,4,21421,21609,1.3472031,1.3377516,103.71033,103.72102
136,130,morning,1.9,4,136,130,1.362344869,1.272332732,103.7674369,103.8029471
1711,1784,morning,7.0,9,18011,20101,1.2808709,1.3199371,103.8021,103.76222
3363,4198,morning,1.6,9,52051,66021,1.3433882,1.3509667,103.85469,103.86183
32,34,afternoon,2.5,11,32,34,1.349034109,1.338604054,103.74959,103.7060994
18,48,morning,16.9,3,18,48,1.334549778,1.384520796,103.9615134,103.7708268
5301,2765,morning,1.0,2,43831,43471,1.3651251,1.35797,103.74789,103.74731
3893,3875,morning,1.2,4,59561,59449,1.4187014,1.4155297,103.83293,103.83954
5799,2318,morning,1.6,8,27149,27359,1.3390652,1.3444144,103.68876,103.696014
6466,2906,morning,1.3,2,44551,44569,1.3760246,1.37812,103.738434,103.74122
3865,3842,morning,0.9,8,59391,59241,1.4302111,1.4342722,103.84523,103.839226
6,45,afternoon,20.9,13,6,45,1.397535018,1.398212828,103.7474307,103.881242
16,18,evening,2.6,11,16,18,1.316432612,1.334549778,103.882893,103.9615134
4732,2561,morning,5.9,5,81069,40011,1.314729,1.3060641,103.89069,103.84909
4166,4517,morning,9.1,4,65009,76059,1.4037063,1.3529617,103.902245,103.94165
4198,4081,afternoon,3.9,10,66021,64101,1.3509667,1.3721212,103.86183,103.87654
3,27,morning,21.2,9,3,27,1.41738337,1.329989089,103.83298,103.6396662
118,114,morning,15.7,9,118,114,1.306201905,1.305403642,103.8825153,103.8554713
4500,6133,morning,2.2,3,75231,96289,1.3470778,1.340055,103.932655,103.94838
6101,4163,morning,0.8,9,64621,64609,1.3813334,1.3759564,103.888214,103.884705
5192,5150,morning,1.7,9,97039,96059,1.3553523,1.3435128,103.96894,103.96218
3995,3991,morning,1.1,10,63039,63019,1.36026,1.3534796,103.88538,103.878
6463,2878,evening,0.4,4,44479,44299,1.3804793,1.3817725,103.74828,103.75131
3364,3394,morning,1.7,7,52059,52259,1.3430974,1.3327875,103.856224,103.851654
121,123,afternoon,2.3,11,121,123,1.317510612,1.27944619,103.8075929,103.8528356
5784,1287,afternoon,0.9,10,10471,10279,1.2967999,1.2915137,103.81468,103.81757
3659,3653,afternoon,0.6,2,55201,55169,1.3785912,1.3812364,103.844376,103.841
123,11,morning,14.5,8,123,11,1.27944619,1.353301356,103.8528356,103.9451175
3365,4198,morning,1.1,9,52061,66021,1.3435217,1.3509667,103.85874,103.86183
4805,4443,morning,1.4,9,83111,72061,1.3234686,1.3317792,103.90527,103.909836
11,123,night,14.5,7,11,123,1.353301356,1.27944619,103.9451175,103.8528356
35,22,night,17.5,4,35,22,1.358761857,1.340463766,103.7519164,103.6369324
6123,2911,morning,0.3,7,44559,44629,1.3762096,1.3785117,103.73789,103.73645
4731,4801,morning,3.2,9,81051,83081,1.3166234,1.3213869,103.890335,103.917366
45,24,afternoon,15.3,13,45,24,1.398212828,1.436875128,103.881242,103.7864999
24,45,night,15.3,13,24,45,1.436875128,1.398212828,103.7864999,103.881242
1304,3692,morning,15.6,5,10361,56021,1.280381,1.3724285,103.82353,103.82843
4675,4622,afternoon,3.7,6,78169,77211,1.3690697,1.3799917,103.96025,103.94095
6815,4241,morning,4.7,9,66009,66319,1.3504661,1.3682183,103.87169,103.87392
4068,3446,morning,10.2,9,64019,53049,1.3683083,1.3536266,103.893936,103.83422
4025,3543,morning,6.2,9,63181,54191,1.3608314,1.3744719,103.87346,103.83756
4752,4780,morning,1.0,8,81181,82121,1.3084555,1.3096515,103.88847,103.896576
6102,5436,morning,0.5,3,66539,66509,1.3750035,1.3752832,103.875015,103.870155
57,50,afternoon,3.7,13,57,50,1.378602766,1.405194701,103.7490799,103.9023911
42,41,afternoon,2.4,13,42,41,1.402286677,1.381756046,103.9127036,103.8449439
3850,5354,evening,0.6,11,59301,59081,1.4285744,1.4237148,103.83055,103.83165
41,42,morning,2.4,13,41,42,1.381756046,1.402286677,103.8449439,103.9127036
3632,3804,evening,4.3,2,55039,59041,1.3891573,1.4162542,103.843834,103.83259
115,101,afternoon,16.6,1,115,101,1.281873788,1.26547264,103.8590733,103.821446
1802,1930,morning,5.3,3,20231,21601,1.3223441,1.3372703,103.73944,103.7211
3000,2987,evening,0.9,8,45421,45329,1.4027488,1.397438,103.75051,103.74786
4136,6502,afternoon,2.1,4,64399,64061,1.3712182,1.3755789,103.88926,103.901115
119,36,morning,13.4,11,119,36,1.360179171,1.432514421,103.8850503,103.77409
6146,6138,morning,0.7,13,47551,47591,1.4347262,1.4397388,103.80189,103.802505
36,119,afternoon,13.4,11,36,119,1.432514421,1.360179171,103.77409,103.8850503
2350,2344,morning,1.3,9,28089,28059,1.3401636,1.3326064,103.73634,103.745804
1227,4196,morning,9.9,5,9159,66011,1.3060263,1.34717,103.82568,103.85998
1920,1932,morning,1.7,8,21551,21611,1.326661,1.3383644,103.720985,103.71932
1271,1250,morning,1.3,8,10189,10079,1.288588,1.280395,103.82183,103.82709
5299,5408,morning,0.6,3,44699,44619,1.388053,1.3869507,103.771545,103.76764
4753,1210,morning,6.6,6,81189,8111,1.3082131,1.2998693,103.88851,103.840935
48,14,dawn,22.0,9,48,14,1.384520796,1.372983774,103.7708268,103.9492348
102,111,morning,11.3,18,102,111,1.292891552,1.300465076,103.860846,103.8557007
1759,1363,morning,3.0,6,19049,11169,1.3126631,1.302705,103.774796,103.79838
1602,1646,evening,1.9,1,16031,17021,1.2880063,1.2967371,103.778465,103.766914
45,59,night,13.5,9,45,59,1.398212828,1.399281985,103.881242,103.9059403
1928,1934,morning,0.5,4,21591,21621,1.334761,1.339215,103.72243,103.72206
6769,1556,afternoon,2.7,9,10009,14329,1.2821015,1.2743496,103.81722,103.809456
21,20,morning,3.1,36,21,20,1.294860933,1.33315262,103.8058913,103.7423112
60,58,morning,1.2,10,60,58,1.394524496,1.405234836,103.9161415,103.9085809
58,60,afternoon,1.2,11,58,60,1.405234836,1.394524496,103.9085809,103.9161415
20,21,evening,3.1,6,20,21,1.33315262,1.294860933,103.7423112,103.8058913
16,26,afternoon,14.4,11,16,26,1.316432612,1.31148891,103.882893,103.8713766
4262,4240,morning,2.3,5,66431,66311,1.3729764,1.3676647,103.87527,103.87429
26,16,morning,14.4,11,26,16,1.31148891,1.316432612,103.8713766,103.882893
119,120,morning,0.6,18,119,120,1.360179171,1.292478928,103.8850503,103.8443255
120,119,evening,0.6,13,120,119,1.292478928,1.360179171,103.8443255,103.8850503
48,30,evening,1.4,21,48,30,1.384520796,1.449050821,103.7708268,103.8200504
4524,5164,afternoon,1.3,3,76081,96129,1.349502,1.3474584,103.949326,103.957954
1266,1282,morning,0.9,1,10161,10241,1.2859313,1.2906166,103.82669,103.82362
3301,1197,morning,1.9,9,50089,7539,1.3166549,1.304613,103.85045,103.852
1287,1478,morning,1.5,9,10279,13062,1.2915137,1.2947668,103.81757,103.82853
1893,1895,morning,0.4,4,21411,21421,1.3439327,1.3472031,103.71033,103.71033
4722,4747,evening,1.0,9,80251,81159,1.3100948,1.3116788,103.87993,103.88741
3294,3447,morning,4.0,7,50051,53051,1.325878,1.354995,103.84181,103.831604
101,141,afternoon,1.8,10,101,141,1.26547264,1.334967302,103.821446,103.9084393
6785,1668,morning,5.0,7,28009,17139,1.33235,1.309033,103.74066,103.76587
2441,2387,morning,0.7,6,28649,28319,1.339013,1.3386263,103.74603,103.74173
5000,4996,morning,0.8,9,91069,91049,1.3006189,1.300698,103.89304,103.88644
2,23,afternoon,6.3,13,2,23,1.342352821,1.319505215,103.7326244,103.6605988
2984,2986,morning,1.0,5,45311,45321,1.393129,1.3974026,103.74209,103.74756
5021,4885,evening,2.64,5,92081,84159,1.3075134,1.3166497,103.91754,103.93304
3652,3648,afternoon,0.6,4,55159,55139,1.383362,1.3789401,103.84065,103.84007
1661,1386,morning,2.2,9,17101,11299,1.3148748,1.3182697,103.77179,103.78559
6772,1685,evening,0.6,4,17009,17239,1.3149158,1.3124405,103.76412,103.76585
118,110,evening,12.0,5,118,110,1.306201905,1.30284063,103.8825153,103.8753395
5027,5077,morning,2.7,9,92111,93071,1.3047765,1.3129301,103.90293,103.926346
38,42,morning,8.2,11,38,42,1.327717173,1.402286677,103.6784167,103.9127036
48,56,morning,5.3,1,48,56,1.384520796,1.397318155,103.7708268,103.8756226
3552,3550,morning,0.4,8,54239,54229,1.369186,1.3696058,103.84332,103.839935
42,38,afternoon,8.2,11,42,38,1.402286677,1.327717173,103.9127036,103.6784167
3023,3028,morning,2.1,12,46119,46141,1.4410155,1.4436496,103.77252,103.77329
101,121,night,2.7,4,101,121,1.26547264,1.317510612,103.821446,103.8075929
3549,3584,morning,3.1,6,54221,54401,1.3699561,1.3729467,103.83959,103.85164
3648,3549,morning,1.5,4,55139,54221,1.3789401,1.3699561,103.84007,103.83959
27,6,morning,23.6,12,27,6,1.329989089,1.397535018,103.6396662,103.7474307
6,27,afternoon,23.6,10,6,27,1.397535018,1.329989089,103.7474307,103.6396662
101,121,morning,2.7,20,101,121,1.26547264,1.317510612,103.821446,103.8075929
4601,4557,morning,2.1,9,77059,76249,1.3693614,1.3583664,103.95506,103.95947
6087,4072,morning,1.1,9,64069,64039,1.375265,1.3766875,103.901344,103.893936
4575,4573,afternoon,0.3,4,76369,76359,1.3602564,1.3620917,103.950226,103.95218
3482,3615,morning,1.6,7,53239,54601,1.351003,1.3594214,103.84766,103.85515
45,67,morning,23.6,3,45,67,1.398212828,1.392079839,103.881242,103.8800158
2796,2869,evening,2.6,9,43649,44251,1.3654585,1.3803008,103.7506,103.762314
3911,1180,morning,1.8,1,60139,7231,1.3220487,1.3096589,103.86629,103.85737
3018,3115,morning,2.5,7,46088,46611,1.4418092,1.4292341,103.77109,103.7776
4262,4240,afternoon,2.3,4,66431,66311,1.3729764,1.3676647,103.87527,103.87429
131,132,morning,0.5,16,131,132,1.284359578,1.284748969,103.8434242,103.8444484
3479,3459,morning,1.3,5,53221,53121,1.3481684,1.3501669,103.84846,103.83948
2792,2671,morning,1.8,5,43629,42231,1.3424081,1.3405681,103.759155,103.77061
104,136,evening,4.9,3,104,136,1.293462633,1.362344869,103.7846438,103.7674369
4086,3569,morning,5.1,5,64129,54319,1.3799597,1.3620597,103.87687,103.85306
102,108,morning,7.8,3,102,108,1.292891552,1.299759879,103.860846,103.7874693
23,22,afternoon,1.4,3,23,22,1.319505215,1.340463766,103.6605988,103.6369324
4162,6093,morning,1.4,6,64601,67469,1.3754864,1.3853364,103.88459,103.89074
2871,3825,morning,12.9,7,44261,59159,1.3760822,1.4305546,103.77428,103.83467
9,22,evening,17.0,11,9,22,1.318112082,1.340463766,103.8930446,103.6369324
22,9,morning,17.0,11,22,9,1.340463766,1.318112082,103.6369324,103.8930446
101,131,night,1.4,8,101,131,1.26547264,1.284359578,103.821446,103.8434242
4889,4903,evening,1.0,2,84229,84319,1.3315995,1.3298056,103.93531,103.92771
3341,3291,morning,2.8,8,51069,50038,1.3412578,1.3203375,103.8366,103.842834
44,4,morning,16.8,12,44,4,1.397170196,1.425177699,103.8892882,103.7621874
114,126,evening,16.9,9,114,126,1.305403642,1.299766835,103.8554713,103.8636292
4110,4004,evening,1.6,6,64249,63081,1.3680936,1.3568308,103.89589,103.89261
3502,3510,afternoon,1.6,5,53349,53389,1.3637398,1.3580447,103.83379,103.84517
126,114,morning,16.9,9,126,114,1.299766835,1.305403642,103.8636292,103.8554713
59,61,afternoon,1.3,7,59,61,1.399281985,1.382692296,103.9059403,103.7623879
4798,6651,morning,2.2,7,83062,84009,1.3209686,1.3245387,103.91333,103.92904
4249,3966,morning,1.0,7,66369,62129,1.353553,1.3469896,103.868225,103.872055
6097,4163,morning,2.6,5,67409,64609,1.3923391,1.3759564,103.896065,103.884705
129,124,evening,3.1,11,129,124,1.276150637,1.306491669,103.8550886,103.7906645
5679,5681,afternoon,1.4,6,47641,47661,1.4392314,1.4444519,103.80373,103.80276
1887,4338,morning,1.2,6,21379,21441,1.3453486,1.3463824,103.70649,103.713264
124,129,afternoon,3.1,21,124,129,1.306491669,1.276150637,103.7906645,103.8550886
2402,2423,evening,0.8,7,28391,28519,1.3497809,1.3505841,103.71937,103.724525
126,128,afternoon,1.2,13,126,128,1.299766835,1.276427355,103.8636292,103.8545925
2576,2582,afternoon,0.6,7,40089,40119,1.3205105,1.3188974,103.82739,103.8325
5015,5434,morning,1.3,7,92051,92229,1.3046184,1.304952,103.90783,103.91602
5694,6491,morning,2.3,5,65381,65171,1.402068,1.3945204,103.90977,103.912056
5390,4797,morning,2.9,6,84199,83059,1.3255328,1.318889,103.935555,103.912224
6599,2419,evening,7.2,7,21079,28499,1.3134276,1.3496305,103.7228,103.73046
1676,5780,afternoon,2.5,5,17179,16891,1.3152819,1.3098218,103.76536,103.76816
115,103,evening,13.9,4,115,103,1.281873788,1.299550746,103.8590733,103.8568623
103,115,morning,13.9,24,103,115,1.299550746,1.281873788,103.8568623,103.8590733
2315,2020,evening,1.6,7,27341,22419,1.346637,1.346226,103.697784,103.70286
4179,6539,morning,0.6,6,65069,67431,1.3950438,1.3952136,103.90237,103.89739
1358,1360,evening,0.6,4,11141,11151,1.2946371,1.2986358,103.805824,103.802475
48,24,evening,8.0,7,48,24,1.384520796,1.436875128,103.7708268,103.7864999
1161,1421,evening,4.3,2,6051,11499,1.2847598,1.2968506,103.83405,103.807884
3416,6789,morning,2.5,1,52381,52009,1.3398867,1.3320209,103.85831,103.846924
4757,6529,evening,2.3,15,81209,70181,1.3184361,1.3288617,103.8843,103.88692
5163,4523,morning,2.0,9,96121,76079,1.3471936,1.3479439,103.95776,103.94563
4560,6383,evening,1.3,2,76269,76371,1.3618782,1.3585284,103.9574,103.95428
23,6,afternoon,12.2,3,23,6,1.319505215,1.397535018,103.6605988,103.7474307
6790,3417,evening,2.4,1,52009,52389,1.3320209,1.3397261,103.846924,103.858086
4522,5164,afternoon,1.8,9,76071,96129,1.3480264,1.3474584,103.945175,103.957954
6,23,night,12.2,5,6,23,1.397535018,1.319505215,103.7474307,103.6605988
4381,4756,afternoon,3.1,15,70181,81201,1.3288617,1.318693,103.88692,103.883
3393,4365,morning,5.3,2,52251,70059,1.3329698,1.3347762,103.85142,103.87831
6960,3582,evening,1.5,6,54009,54389,1.3696877,1.3663898,103.848564,103.856606
1338,1291,morning,1.4,6,11029,10299,1.2901347,1.292335,103.802025,103.81146
101,132,night,1.9,4,101,132,1.26547264,1.284748969,103.821446,103.8444484
102,126,morning,2.7,6,102,126,1.292891552,1.299766835,103.860846,103.8636292
3941,6789,morning,3.2,1,61069,52009,1.3327597,1.3320209,103.86838,103.846924
104,16,morning,14.1,8,104,16,1.293462633,1.316432612,103.7846438,103.882893
101,136,evening,0.9,27,101,136,1.26547264,1.362344869,103.821446,103.7674369
4001,3993,morning,1.6,6,63069,63029,1.36638,1.3572748,103.891945,103.88218
6708,6338,morning,1.0,7,60261,61101,1.3313247,1.3356014,103.86892,103.8637
4144,4130,morning,0.5,6,64449,64361,1.3797333,1.376345,103.8886,103.89055
4436,4417,morning,0.4,8,72029,71099,1.330864,1.3302264,103.906555,103.90383
101,115,afternoon,16.6,64,101,115,1.26547264,1.281873788,103.821446,103.8590733
4508,6641,morning,8.2,8,75281,67601,1.360228,1.3833447,103.93364,103.893265
2658,2637,morning,2.1,8,42169,42039,1.3403858,1.3347476,103.77366,103.787796
1274,1358,morning,1.5,1,10201,11141,1.2892815,1.2946371,103.81663,103.805824
24,28,evening,2.1,11,24,28,1.436875128,1.307183467,103.7864999,103.7902028
6442,1758,morning,0.4,8,19031,19041,1.3112341,1.3123597,103.77838,103.77553
2431,2434,morning,1.0,3,28571,28601,1.3524207,1.3473375,103.725426,103.72317
110,108,morning,2.7,12,110,108,1.30284063,1.299759879,103.8753395,103.7874693
6209,2289,morning,1.4,8,22521,27131,1.3374165,1.34194,103.69777,103.68853
2996,2977,morning,2.5,7,45389,45269,1.400638,1.3943617,103.74738,103.74373
2321,4856,afternoon,1.7,2,27371,27459,1.3475138,1.3514507,103.701,103.70399
4180,6713,morning,0.6,3,65071,65241,1.3984507,1.3991724,103.90417,103.90767
1676,1672,evening,0.7,6,17179,17159,1.3152819,1.3119756,103.76536,103.76981
8,12,morning,3.8,6,8,12,1.302438735,1.440585001,103.7983136,103.8009982
4897,4909,morning,1.3,7,84269,84349,1.3340234,1.3309175,103.94185,103.932335
41,40,afternoon,1.4,11,41,40,1.381756046,1.327187135,103.8449439,103.9463161
40,41,morning,1.4,24,40,41,1.327187135,1.381756046,103.9463161,103.8449439
104,135,evening,5.5,12,104,135,1.293462633,1.286193393,103.7846438,103.827021
135,104,morning,5.5,12,135,104,1.286193393,1.293462633,103.827021,103.7846438
2863,3100,morning,7.7,4,44221,46521,1.3762996,1.4323783,103.770996,103.77429
5,7,morning,2.6,12,5,7,1.289562726,1.337586882,103.8168209,103.6973586
7,5,evening,2.6,12,7,5,1.337586882,1.289562726,103.6973586,103.8168209
1810,2420,morning,4.0,7,20271,28501,1.3252755,1.3498033,103.74551,103.72738
1536,1267,morning,3.2,3,14199,10169,1.2813168,1.2859997,103.81275,103.827484
3842,3734,morning,1.9,8,59241,57129,1.4342722,1.4341866,103.839226,103.826416
6091,6765,evening,1.4,5,64629,67619,1.38154,1.387768,103.888054,103.89401
1335,1363,morning,1.4,5,11009,11169,1.3110673,1.302705,103.78932,103.79838
101,134,evening,2.0,12,101,134,1.26547264,1.325883209,103.821446,103.8073292
4925,4919,afternoon,0.7,2,84449,84409,1.3332217,1.3329101,103.93155,103.92669
23,43,afternoon,4.5,12,23,43,1.319505215,1.409612685,103.6605988,103.9048099
2324,5376,morning,1.5,6,27389,22009,1.3484519,1.3393234,103.698105,103.70546
43,23,morning,4.5,12,43,23,1.409612685,1.319505215,103.9048099,103.6605988
6790,3401,evening,2.2,1,52009,52291,1.3320209,1.3369701,103.846924,103.85225
26,45,evening,18.2,12,26,45,1.31148891,1.398212828,103.8713766,103.881242
28,18,morning,11.0,10,28,18,1.307183467,1.334549778,103.7902028,103.9615134
123,101,night,3.0,2,123,101,1.27944619,1.26547264,103.8528356,103.821446
1607,1631,morning,1.4,6,16059,16209,1.2896726,1.2815909,103.77594,103.784004
22,21,morning,26.1,7,22,21,1.340463766,1.294860933,103.6369324,103.8058913
45,26,morning,18.2,12,45,26,1.398212828,1.31148891,103.881242,103.8713766
131,135,morning,2.3,2,131,135,1.284359578,1.286193393,103.8434242,103.827021
2321,2325,morning,0.6,6,27371,27391,1.3475138,1.348427,103.701,103.69631
110,112,afternoon,1.7,11,110,112,1.30284063,1.300260055,103.8753395,103.8390737
112,110,morning,1.7,12,112,110,1.300260055,1.30284063,103.8390737,103.8753395
40,8,morning,17.1,7,40,8,1.327187135,1.302438735,103.9463161,103.7983136
119,121,evening,1.4,1,119,121,1.360179171,1.317510612,103.8850503,103.8075929
4314,4305,morning,1.6,8,67221,67179,1.3911625,1.387414,103.906395,103.897995
2499,3855,morning,2.1,6,59639,59329,1.4231817,1.4196802,103.844124,103.831795
4382,4421,morning,1.4,2,70191,71131,1.327229,1.3312751,103.88794,103.901405
3471,3553,morning,2.2,8,53181,54241,1.3560728,1.3691351,103.83781,103.84618
133,130,morning,1.5,10,133,130,1.313607102,1.272332732,103.8378098,103.8029471
1357,1472,morning,1.8,4,11139,13031,1.2931986,1.2991297,103.80745,103.81708
114,111,morning,2.9,7,114,111,1.305403642,1.300465076,103.8554713,103.8557007
63,36,morning,6.9,3,63,36,1.377750334,1.432514421,103.7666882,103.77409
3112,3080,morning,3.1,8,46581,46411,1.4364412,1.4427059,103.773796,103.79442
5032,4996,morning,3.0,8,92139,91049,1.3085397,1.300698,103.91063,103.88644
5,9,morning,4.9,11,5,9,1.289562726,1.318112082,103.8168209,103.8930446
1350,1262,morning,3.3,8,11089,10139,1.3094614,1.2863513,103.80334,103.8081
2402,2428,morning,0.6,3,28391,28541,1.3497809,1.3523581,103.71937,103.71726
4626,4593,afternoon,0.8,5,77239,77019,1.3774183,1.3737108,103.937935,103.94351
2428,2431,morning,0.9,3,28541,28571,1.3523581,1.3524207,103.71726,103.725426
4573,4560,afternoon,0.7,8,76359,76269,1.3620917,1.3618782,103.95218,103.9574
3931,3907,morning,2.5,8,61019,60099,1.3332016,1.315304,103.86976,103.861404
105,108,evening,3.9,12,105,108,1.326076883,1.299759879,103.8893356,103.7874693
3542,3551,evening,0.7,1,54189,54231,1.3704697,1.3696601,103.83679,103.84194
108,105,morning,3.9,12,108,105,1.299759879,1.326076883,103.7874693,103.8893356
8,15,night,6.0,8,8,15,1.302438735,1.314954492,103.7983136,103.7653168
30,48,morning,1.4,11,30,48,1.449050821,1.384520796,103.8200504,103.7708268
4547,5703,morning,7.5,1,76199,65191,1.3566002,1.3952736,103.94535,103.9054
55,58,morning,2.0,5,55,58,1.393909226,1.405234836,103.9125574,103.9085809
4586,4580,morning,1.0,3,76459,76409,1.35208,1.3548467,103.95873,103.9508
3970,4201,afternoon,1.75,4,62149,66039,1.3516917,1.3547513,103.87595,103.86669
115,101,night,16.6,16,115,101,1.281873788,1.26547264,103.8590733,103.821446
115,102,evening,14.9,14,115,102,1.281873788,1.292891552,103.8590733,103.860846
3368,3316,morning,1.6,3,52079,50211,1.3293148,1.3230697,103.84383,103.85257
102,115,morning,14.9,56,102,115,1.292891552,1.281873788,103.860846,103.8590733
1789,1814,morning,1.4,5,20149,20299,1.3179597,1.310928,103.74897,103.758575
4544,4583,morning,0.8,8,76181,76421,1.3538411,1.3538412,103.95308,103.95987
101,142,evening,1.4,18,101,142,1.26547264,1.355077429,103.821446,103.9430298
5071,4885,afternoon,0.7,1,93041,84159,1.3112068,1.3166497,103.9334,103.93304
142,101,afternoon,1.4,72,142,101,1.355077429,1.26547264,103.9430298,103.821446
3794,3742,morning,2.9,3,58321,58019,1.4502057,1.4408511,103.81615,103.82473
3592,3525,morning,1.17,7,54451,54039,1.377235,1.3709179,103.8406,103.845634
4657,4654,evening,0.6,4,78071,78059,1.3703116,1.3667761,103.957184,103.961136
101,131,afternoon,1.4,10,101,131,1.26547264,1.284359578,103.821446,103.8434242
3364,3398,morning,1.2,2,52059,52279,1.3430974,1.3370242,103.856224,103.84993
28,29,morning,1.2,22,28,29,1.307183467,1.311405293,103.7902028,103.7786522
2884,2915,morning,2.2,3,44341,44649,1.3811703,1.3820704,103.76918,103.76296
5290,1588,evening,2.8,8,14471,15191,1.2820117,1.2758123,103.80665,103.79263
1351,2620,morning,1.0,13,11091,41101,1.3121945,1.3190814,103.80367,103.80922
29,28,afternoon,1.2,12,29,28,1.311405293,1.307183467,103.7786522,103.7902028
30,35,afternoon,28.5,7,30,35,1.449050821,1.358761857,103.8200504,103.7519164
56,58,morning,1.4,1,56,58,1.397318155,1.405234836,103.8756226,103.9085809
21,131,evening,27.5,11,21,131,1.294860933,1.284359578,103.8058913,103.8434242
131,108,morning,10.9,12,131,108,1.284359578,1.299759879,103.8434242,103.7874693
108,131,evening,10.9,11,108,131,1.299759879,1.284359578,103.7874693,103.8434242
6915,1929,morning,2.8,8,22009,21599,1.3393234,1.3346835,103.70546,103.72269
131,21,morning,27.5,11,131,21,1.284359578,1.294860933,103.8434242,103.8058913
6514,4526,morning,10.4,5,65221,76091,1.4040284,1.3507164,103.90481,103.95275
4865,5151,morning,4.7,6,84041,96061,1.3246905,1.346954,103.934685,103.962944
4731,4867,morning,5.8,1,81051,84051,1.3166234,1.3252008,103.890335,103.9389
6638,4174,afternoon,3.3,8,67471,65041,1.3921857,1.3898442,103.88018,103.90162
48,2,morning,22.3,1,48,2,1.384520796,1.342352821,103.7708268,103.7326244
6960,3580,afternoon,1.9,8,54009,54379,1.3696877,1.36289,103.848564,103.85595
3297,1208,morning,4.3,7,50069,8069,1.3170216,1.2982138,103.841644,103.84936
1177,4381,night,5.6,6,7111,70181,1.3087937,1.3288617,103.85317,103.88692
6886,2983,morning,1.5,8,44009,45309,1.385869,1.391998,103.74579,103.74665
2,48,evening,22.3,1,2,48,1.342352821,1.384520796,103.7326244,103.7708268
1243,1530,morning,3.9,7,10041,14161,1.2760583,1.2707586,103.83519,103.8101
2289,5795,afternoon,1.7,5,27131,27521,1.34194,1.3368089,103.68853,103.69406
2406,2434,afternoon,2.0,2,28411,28601,1.3480544,1.3473375,103.71762,103.72317
1,2,evening,1.5,12,1,2,1.319778952,1.342352821,103.9032339,103.7326244
4483,4575,morning,3.4,6,75101,76369,1.3510997,1.3602564,103.9315,103.950226
2,1,morning,1.5,12,2,1,1.342352821,1.319778952,103.7326244,103.9032339
1351,2622,morning,1.4,2,11091,41111,1.3121945,1.3208117,103.80367,103.81185
41,14,morning,17.9,7,41,14,1.381756046,1.372983774,103.8449439,103.9492348
1758,1675,morning,1.4,7,19041,17171,1.3123597,1.314974,103.77553,103.76503
23,29,morning,20.7,1,23,29,1.319505215,1.311405293,103.6605988,103.7786522
1942,6778,afternoon,2.4,5,21661,22009,1.3417656,1.3393234,103.72141,103.70546
107,110,morning,3.7,9,107,110,1.276521247,1.30284063,103.8458611,103.8753395
6867,4171,morning,2.1,13,65201,65029,1.4008347,1.384615,103.90358,103.90062
4077,6657,morning,5.1,8,64071,65339,1.3751405,1.403133,103.89725,103.89804
3574,3584,morning,1.0,6,54341,54401,1.3746214,1.3729467,103.847824,103.85164
4281,6637,morning,1.5,6,67049,67481,1.3877347,1.391498,103.86999,103.87765
11,43,evening,22.0,3,11,43,1.353301356,1.409612685,103.9451175,103.9048099
3299,3326,afternoon,0.9,3,50079,50321,1.3158394,1.3136845,103.84693,103.85083
16,25,morning,13.0,1,16,25,1.316432612,1.321026553,103.882893,103.6491245
5047,5041,afternoon,1.8,7,92211,92181,1.3059564,1.3052897,103.91699,103.90535
103,128,afternoon,2.6,11,103,128,1.299550746,1.276427355,103.8568623,103.8545925
